StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW,KANTARID
14/8/2024 18:29,14/8/2024 18:52,IP Address,100,1375,TRUE,14/8/2024 18:52,R_6OTqgF2Hg5tOXxK,anonymous,EN,1,,0,0,,I agree,Yes,33584,,Single-family home,Own,,20 years or more,,Low priority,Moderate priority,High priority,Moderate priority,Moderate priority,High priority,Low priority,Moderate priority,Not a priority,Low priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,A little true,Moderately true,Moderately true,Moderately true,A little true,Very true,Very true,A little true,A little true,A little true,Moderately true,A little true,Moderately true,A little true,Very true,Never,A few times,A few times,A few times,Never,A few times,Never,A few times,A few times,A few times,A few times,A few times,A few times,About once a month,About once a month,Never,Never,Never,Never,A few times,A few times,Never,Never,About the same as I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,,"A boat, kayak, or canoe",Watching friends or family fish,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",A little true,A little true,A little true,Not true at all,Not true at all,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Very true,A little true,A little true,A little true,A little true,A little true,Moderately true,A little true,Moderately true,A little true,Not true at all,Not true at all,Not true at all,A little true,Not true at all,A little true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,3,Phosphorus,4,Wastewater,4,Spring (March - May),4,Nutrient pollution,4,Television,65 or older,Female,,White or European,,High school diploma or GED,Retired,"$25,000 - $49,999",Slightly conservative,0.5,[confidential]
14/8/2024 18:42,14/8/2024 18:54,IP Address,100,697,TRUE,14/8/2024 18:54,R_63eTgAHFpIjTryN,anonymous,EN,1,,0,0,,I agree,Yes,33713,,Mobile home,Own,,20 years or more,,Moderate priority,Low priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Moderate priority,Top priority,Moderate priority,Moderate priority,High priority,High priority,High priority,High priority,Moderate priority,A little true,A little true,A little true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,A little true,Very true,Completely true,Completely true,Completely true,Completely true,Very true,A few times,Never,A few times,Multiple times per week,A few times,Never,A few times,A few times,A few times,Never,Never,A few times,Never,A few times,A few times,,,,,Never,A few times,A few times,Never,,,,,A little more than I do,A little more than I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved",Moderately true,Moderately true,Moderately true,A little true,A little true,Moderately true,A little true,A little true,A little true,Completely true,Very true,Not true at all,A little true,A little true,Completely true,Moderately true,Very true,A little true,A little true,A little true,Moderately true,Moderately true,A little true,A little true,A little true,Not true at all,A good bit of the time,Some of the time,Some of the time,A good bit of the time,A little of the time,Some of the time,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,Remained about the same,7,Phosphorus,3,Industrial discharges into the bay,3,Summer (June - September),3,Nutrient pollution,3,"Social media,Mail or email newsletters,Government websites,Your own observations or experiences",55 - 64,Male,,White or European,,Associate degree,Retired,"Less than $25,000",Strongly conservative,1.5,[confidential]
14/8/2024 18:46,14/8/2024 19:01,IP Address,100,875,TRUE,14/8/2024 19:01,R_6LveCeyciZhcxDS,anonymous,EN,1,,0,0,,I agree,Yes,33707,,Single-family home,Own,,20 years or more,,High priority,High priority,Top priority,High priority,High priority,Top priority,High priority,Moderate priority,Moderate priority,Moderate priority,High priority,High priority,High priority,Top priority,Top priority,Top priority,A little true,A little true,A little true,A little true,A little true,Very true,Very true,Very true,A little true,Moderately true,Completely true,Very true,Very true,A little true,Moderately true,Never,Never,Never,About once a week,A few times,Never,Never,A few times,A few times,Never,Never,A few times,A few times,A few times,A few times,Never,A few times,Never,Never,Never,Multiple times per week,A few times,A few times,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,,,,"Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Completely true,Not true at all,A little true,A little true,Not true at all,A little true,A little true,Completely true,A little true,A little true,Very true,A little true,A little true,Completely true,Very true,Moderately true,Very true,A little true,Very true,Not true at all,Moderately true,Not true at all,A little true,A little true,Not true at all,Moderately true,Some of the time,Most of the time,A little of the time,A good bit of the time,A little of the time,Most of the time,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,Declined,5,Carbon,3,Stormwater runoff,3,Summer (June - September),3,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",7,"Television,Social media,Newspapers or magazines,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Male,,White or European,,Bachelor's degree,Retired,"$50,000 - $74,999",Moderately conservative,3,[confidential]
14/8/2024 19:23,14/8/2024 19:34,IP Address,100,662,TRUE,14/8/2024 19:34,R_6r9xQIxXUd18IyM,anonymous,EN,1,,0,0,,I agree,Yes,33711,,Single-family home,Own,,20 years or more,,Not a priority,Not a priority,Not a priority,Not a priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Not a priority,Not a priority,Moderate priority,Moderate priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Very true,Moderately true,A little true,A little true,A little true,A little true,A little true,A little true,A little true,Never,Never,About once a week,A few times,A few times,Never,Never,Never,Never,A few times,A few times,A few times,A few times,A few times,Never,A few times,A few times,Never,Never,Never,Multiple times per week,A few times,A few times,About the same as I do,About the same as I do,About the same as I do,Much less than I do,Much less than I do,Much less than I do,Much less than I do,Much less than I do,Spring (March - May),,,"Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,A little true,A little true,Moderately true,Not true at all,A little true,A little true,Moderately true,A little true,Completely true,Very true,Not true at all,Not true at all,Moderately true,A little true,Not true at all,A little true,A little true,Very true,Not true at all,A little true,Moderately true,Not true at all,Very true,Not true at all,Very true,A little of the time,Most of the time,A little of the time,Some of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Phosphorus,1,Stormwater runoff,3,Summer (June - September),1,Boat propeller blades,1,"Mail or email newsletters,Government websites",65 or older,Female,,"Hispanic or Latino/a,White or European",,Associate degree,Retired,"$50,000 - $74,999",Strongly liberal,2.5,[confidential]
14/8/2024 19:13,14/8/2024 19:45,IP Address,100,1922,TRUE,14/8/2024 19:45,R_3E3I50SSt0WdnvX,anonymous,EN,1,,0,0,,I agree,Yes,33604,,Single-family home,Rent,,Less than a year,,Moderate priority,Not a priority,High priority,Low priority,Low priority,High priority,Top priority,Moderate priority,Top priority,Low priority,Moderate priority,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,A little true,A little true,A little true,Moderately true,A little true,Very true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,A little true,Very true,A little true,Moderately true,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,About once a week,Never,Never,Much more than I do,A little more than I do,Much more than I do,A little more than I do,Much more than I do,About the same as I do,Much more than I do,A little more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,A little true,Moderately true,A little true,A little true,A little true,Not true at all,Moderately true,A little true,Moderately true,Very true,A little true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,Not true at all,Moderately true,Not true at all,A little true,A little true,A little true,A little true,None of the time,Some of the time,A little of the time,A good bit of the time,None of the time,Some of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Declined,8,Phosphorus,5,Stormwater runoff,7,Spring (March - May),8,Nutrient pollution,6,"Television,Your own observations or experiences",65 or older,Male,,White or European,,Vocational or Trade School degree,Retired,"Less than $25,000",Moderately conservative,1.5,[confidential]
14/8/2024 19:56,14/8/2024 20:10,IP Address,100,828,TRUE,14/8/2024 20:10,R_63LEyTSa4MgSpbP,anonymous,EN,1,,0,0,,I agree,Yes,33763,,Condominium,Own,,20 years or more,,Low priority,Top priority,Top priority,Low priority,Low priority,Low priority,Top priority,Low priority,Not a priority,Low priority,Top priority,Top priority,Top priority,Top priority,Top priority,Low priority,Not true at all,Not true at all,Not true at all,Very true,Very true,Completely true,Completely true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Not true at all,Completely true,Never,Never,A few times,Never,A few times,Never,Multiple times per week,Multiple times per week,A few times,Never,Never,About once a month,Never,A few times,A few times,Never,Never,Never,Never,Multiple times per week,Multiple times per week,About once a week,About once a month,About the same as I do,About the same as I do,Much more than I do,Much less than I do,About the same as I do,About the same as I do,About the same as I do,A little less than I do,,,,"No, not involved","No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Not true at all,Completely true,Moderately true,Not true at all,Very true,A little true,Completely true,Moderately true,Moderately true,Very true,Not true at all,Completely true,Completely true,Completely true,Moderately true,Very true,A little true,Very true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Completely true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,5,Silica,0,Stormwater runoff,4,Summer (June - September),4,Boat propeller blades,4,Non-governmental organization (NGO) websites,65 or older,Female,,White or European,,Vocational or Trade School degree,Retired,"$50,000 - $74,999",Strongly liberal,2.5,[confidential]
14/8/2024 20:28,14/8/2024 20:42,IP Address,100,841,TRUE,14/8/2024 20:42,R_7np8WIU9o11JqSU,anonymous,EN,1,,0,0,,I agree,Yes,33625,,Single-family home,Own,,20 years or more,,Moderate priority,Top priority,Top priority,Moderate priority,Moderate priority,Low priority,High priority,Moderate priority,Low priority,Low priority,High priority,Low priority,High priority,Moderate priority,Moderate priority,Low priority,A little true,Moderately true,Moderately true,Completely true,Very true,Moderately true,Moderately true,Very true,A little true,A little true,A little true,A little true,Not true at all,Not true at all,A little true,Never,A few times,Never,Never,Never,Never,A few times,A few times,Never,Never,Never,A few times,A few times,About once a month,A few times,Never,About once a month,Never,Never,Never,Multiple times per week,Never,Never,Much more than I do,A little more than I do,A little more than I do,About the same as I do,Much more than I do,About the same as I do,A little more than I do,Much more than I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved",A little true,Moderately true,Very true,Not true at all,Not true at all,A little true,Not true at all,A little true,A little true,Not true at all,Very true,A little true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Completely true,Not true at all,Moderately true,Not true at all,Not true at all,Moderately true,Not true at all,Moderately true,A good bit of the time,A little of the time,A good bit of the time,A little of the time,A little of the time,None of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,6,Carbon,3,Industrial discharges into the bay,5,Summer (June - September),5,"Increased ocean temperature,Nutrient pollution",4,"Television,Social media,Word of mouth (friends, family, coworkers),Your own observations or experiences",55 - 64,Female,,White or European,,Associate degree,Part-time,"$75,000 - $99,999",Neutral,1.5,[confidential]
14/8/2024 20:34,14/8/2024 20:53,IP Address,100,1125,TRUE,14/8/2024 20:53,R_7dLWuRPUu1qXWEk,anonymous,EN,1,,0,0,,I agree,Yes,33624,,Single-family home,Own,,20 years or more,,High priority,Top priority,High priority,High priority,Top priority,Top priority,High priority,High priority,Top priority,Top priority,Top priority,Top priority,High priority,High priority,High priority,Moderate priority,Not true at all,Not true at all,Not true at all,Moderately true,Not true at all,Completely true,Completely true,Moderately true,A little true,Very true,Very true,Very true,Completely true,Completely true,Completely true,A few times,Never,Never,About once a week,Multiple times per week,Never,Multiple times per week,About once a week,About once a week,Multiple times per week,A few times,About once a month,About once a month,A few times,Never,Never,Multiple times per week,Never,Multiple times per week,Never,Multiple times per week,Multiple times per week,Multiple times per week,A little more than I do,A little less than I do,A little more than I do,A little less than I do,About the same as I do,A little less than I do,A little less than I do,A little less than I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,Very true,Completely true,Moderately true,Completely true,A little true,Very true,Very true,Not true at all,Very true,Not true at all,Completely true,Very true,Very true,Moderately true,Very true,A little true,Completely true,Not true at all,A little true,Not true at all,A little true,Moderately true,Not true at all,Completely true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Nitrogen,4,Wastewater,4,Summer (June - September),6,Nutrient pollution,9,"Television,Radio,Newspapers or magazines,Non-governmental organization (NGO) websites",65 or older,Female,,White or European,,Master's degree,Retired,"$100,000 or more",Moderately liberal,2.5,[confidential]
14/8/2024 21:22,14/8/2024 21:34,IP Address,100,698,TRUE,14/8/2024 21:34,R_6IEI1ekKslfLqv2,anonymous,EN,1,,0,0,,I agree,Yes,33565,,Single-family home,Own,,1 - 4 years,,Low priority,Top priority,Moderate priority,High priority,Moderate priority,Low priority,Moderate priority,Moderate priority,Not a priority,Not a priority,Low priority,High priority,Low priority,Low priority,Moderate priority,Low priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Not true at all,Completely true,A little true,A little true,Not true at all,Not true at all,Completely true,Not true at all,Not true at all,Never,A few times,Never,Never,Never,A few times,Multiple times per week,A few times,A few times,A few times,Never,A few times,Never,A few times,A few times,A few times,Never,Never,Never,Multiple times per week,A few times,Never,Never,A little more than I do,Much more than I do,About the same as I do,About the same as I do,Much less than I do,A little less than I do,A little more than I do,About the same as I do,Spring (March - May),A fishing pier or boardwalk,Watching friends or family fish,"No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved",Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,A little true,Not true at all,Very true,Not true at all,Very true,Not true at all,A little true,Not true at all,Not true at all,A little true,Completely true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,All of the time,None of the time,All of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Improved,10,Nitrogen,5,Stormwater runoff,8,Summer (June - September),4,Nutrient pollution,9,Radio,65 or older,Male,,White or European,,High school diploma or GED,Retired,"$25,000 - $49,999",Strongly conservative,4.5,[confidential]
14/8/2024 21:44,14/8/2024 21:54,IP Address,100,615,TRUE,14/8/2024 21:54,R_6sbANxBStns3NIt,anonymous,EN,1,,0,0,,I agree,Yes,33637,,Apartment,Rent,,5 - 9 years,,Moderate priority,Not a priority,High priority,Not a priority,Not a priority,Moderate priority,Top priority,Moderate priority,High priority,Not a priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,A little true,A little true,A little true,Not true at all,Not true at all,Moderately true,Not true at all,Moderately true,A little true,Not true at all,A little true,A little true,A little true,Not true at all,A little true,Never,Never,A few times,Never,Never,Never,Never,A few times,Never,Never,Never,A few times,Never,A few times,Never,,,,,A few times,Never,Never,Never,,,,,Much less than I do,Much less than I do,Much less than I do,Much less than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Not true at all,Not true at all,Not true at all,Not true at all,A little true,Not true at all,Not true at all,A little true,Not true at all,A little true,Very true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,A little true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,A little true,A little of the time,All of the time,None of the time,A good bit of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,9,Carbon,9,Industrial discharges into the bay,8,Summer (June - September),8,Microplastics,9,Your own observations or experiences,55 - 64,Female,,"Black or African American,White or European",,Vocational or Trade School degree,Retired,"Less than $25,000",Neutral,1,[confidential]
14/8/2024 21:49,14/8/2024 22:04,IP Address,100,882,TRUE,14/8/2024 22:04,R_6hMX4349GkfoyCB,anonymous,EN,1,,0,0,,I agree,Yes,33634,,Single-family home,Own,,20 years or more,,Top priority,Top priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Top priority,High priority,High priority,High priority,Moderate priority,High priority,High priority,High priority,Moderate priority,High priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Completely true,Not true at all,Not true at all,A little true,A little true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Never,Multiple times per week,Never,Never,Never,Never,A few times,Never,Never,Never,A few times,Never,A few times,A few times,A few times,A few times,A few times,Never,Never,Never,Multiple times per week,Never,Never,Much less than I do,About the same as I do,A little more than I do,A little more than I do,Much more than I do,A little less than I do,About the same as I do,Much more than I do,Summer (June - September),,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,A little true,A little true,Moderately true,Very true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Moderately true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,A good bit of the time,A little of the time,Some of the time,None of the time,A little of the time,None of the time,Not at all,Not at all,More than half the days,Several days,More than half the days,Several days,Not at all,Declined,0,Phosphorus,5,Stormwater runoff,5,Fall (October - November),5,Boat propeller blades,10,Your own observations or experiences,55 - 64,Female,,White or European,,Bachelor's degree,Retired,"$25,000 - $49,999",Strongly liberal,1.5,[confidential]
