StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW
10/3/2024 9:58,10/3/2024 10:03,Survey Preview,100,305,TRUE,10/3/2024 10:03,R_x19NA,preview,EN,1,TRUE,100,0,10/3/2024 13:50,I agree,Yes,33570,,Single-family home,Own,,20 years or more,,,,,,,,Top priority,,,,,Top priority,Top priority,,,,Very true,Very true,Very true,Moderately true,Very true,Very true,Moderately true,A little true,A little true,Moderately true,Moderately true,Moderately true,Completely true,Completely true,Moderately true,Never,Never,Never,Never,Never,Never,Never,Multiple times per week,About once a week,A few times,Never,A few times,Never,A few times,Never,Never,Never,Never,Never,Never,About once a week,A few times,A few times,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little more than I do,Much more than I do,Much more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Completely true,Completely true,Very true,Moderately true,Completely true,Moderately true,Moderately true,Moderately true,Completely true,Very true,Moderately true,Very true,Very true,Moderately true,Very true,Very true,Completely true,A little true,Not true at all,A little true,A little true,A little true,A little true,Not true at all,A little true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,10,Nitrogen,10,Wastewater,10,Summer (June - September),10,Nutrient pollution,10,"Television,Word of mouth (friends, family, coworkers)",65 or older,Male,,White or European,,Did not complete high school,Retired,"$50,000 - $74,999",Strongly conservative,2.5
10/3/2024 10:03,10/3/2024 10:15,Survey Preview,100,667,TRUE,10/3/2024 10:15,R_x20NA,preview,EN,1,TRUE,100,0,10/3/2024 13:58,I agree,Yes,33760,,Single-family home,Own,,20 years or more,,Moderate priority,Not a priority,Moderate priority,Top priority,High priority,Moderate priority,High priority,Low priority,Moderate priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Low priority,Moderate priority,A little true,Moderately true,A little true,A little true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,Completely true,Very true,Completely true,Moderately true,Moderately true,Never,Never,Never,About once a month,About once a month,Never,About once a month,Multiple times per week,A few times,About once a month,A few times,Never,A few times,Multiple times per week,About once a month,A few times,A few times,Never,Multiple times per week,Never,Multiple times per week,About once a month,Multiple times per week,A little more than I do,A little more than I do,,About the same as I do,About the same as I do,A little less than I do,A little less than I do,A little less than I do,Spring (March - May),,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Moderately true,Completely true,Very true,Moderately true,Completely true,A little true,Very true,A little true,Completely true,Very true,Moderately true,Completely true,Very true,Very true,Moderately true,Moderately true,Moderately true,Moderately true,Not true at all,A little true,A little true,Not true at all,A little true,Not true at all,Very true,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Phosphorus,8,Industrial discharges into the bay,8,Summer (June - September),10,Microplastics,7,Your own observations or experiences,65 or older,Female,,White or European,,High school diploma or GED,Part-time,"Less than $25,000",Neutral,1
10/3/2024 10:15,10/3/2024 10:20,Survey Preview,100,299,TRUE,10/3/2024 10:20,R_x21NA,preview,EN,1,TRUE,100,0,10/3/2024 14:04,I agree,Yes,33619,,Single-family home,Own,,5 - 9 years,,High priority,Top priority,High priority,Top priority,Top priority,High priority,High priority,Not a priority,High priority,High priority,High priority,High priority,High priority,High priority,Top priority,Moderate priority,A little true,Moderately true,Moderately true,Moderately true,Moderately true,Completely true,Moderately true,Very true,A little true,Moderately true,Moderately true,A little true,Not true at all,Not true at all,Completely true,Never,A few times,Never,Never,A few times,Never,Multiple times per week,Never,Never,Never,Never,Never,Never,Never,Never,A few times,About once a week,Never,Never,Never,A few times,Never,A few times,A little more than I do,About the same as I do,Much less than I do,Much less than I do,Much less than I do,Much less than I do,A little more than I do,About the same as I do,Spring (March - May),,,"No, not involved","No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Very true,Very true,Not true at all,Very true,Not true at all,Very true,Not true at all,Completely true,Not true at all,Moderately true,Moderately true,Not true at all,Moderately true,A little of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,2,,0,,0,Spring (March - May),1,,0,Your own observations or experiences,55 - 64,Male,,Hispanic or Latino/a,,Master's degree,"Retired,Unemployed","$50,000 - $74,999",Neutral,0
10/3/2024 10:21,10/3/2024 10:26,Survey Preview,100,314,TRUE,10/3/2024 10:26,R_x22NA,preview,EN,1,TRUE,100,0,10/3/2024 14:15,I agree,Yes,33605,,Single-family home,Own,,20 years or more,,High priority,Top priority,High priority,Top priority,Top priority,High priority,Top priority,High priority,Low priority,High priority,Moderate priority,Moderate priority,Top priority,High priority,Top priority,Top priority,A little true,Not true at all,A little true,Not true at all,Not true at all,Completely true,Completely true,Completely true,A little true,Very true,Completely true,Completely true,Completely true,Moderately true,Completely true,Never,About once a month,Never,About once a month,Multiple times per week,Never,Multiple times per week,Multiple times per week,Multiple times per week,Never,Never,About once a month,,Multiple times per week,Multiple times per week,About once a month,Multiple times per week,Never,Never,About once a week,Multiple times per week,Multiple times per week,Never,Much more than I do,Much more than I do,Much more than I do,A little more than I do,A little less than I do,Much less than I do,A little less than I do,About the same as I do,"Fall (October - November),Winter (December - February)",,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Very true,Very true,A little true,Very true,Very true,A little true,Completely true,Very true,Very true,Very true,Not true at all,Moderately true,Completely true,Very true,Very true,Completely true,Moderately true,Moderately true,Not true at all,Moderately true,A little true,A little true,Completely true,Completely true,Completely true,Some of the time,Most of the time,A little of the time,Some of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Several days,Not at all,Several days,Several days,Remained about the same,6,Nitrogen,5,Stormwater runoff,8,Summer (June - September),10,"Boat propeller blades,Microplastics,Nutrient pollution",10,"Television,Social media,Government websites,Word of mouth (friends, family, coworkers)",55 - 64,Male,,,,Doctoral degree,Part-time,"$100,000 or more",Moderately liberal,4
10/3/2024 10:27,10/3/2024 10:32,Survey Preview,100,314,TRUE,10/3/2024 10:32,R_x24NA,preview,EN,1,TRUE,100,0,10/3/2024 14:21,I agree,Yes,33570,,Single-family home,Own,,20 years or more,,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,Moderate priority,Low priority,Top priority,Top priority,High priority,Top priority,Top priority,Moderate priority,Moderately true,Completely true,Very true,Very true,Not true at all,Completely true,Moderately true,Moderately true,A little true,Very true,Completely true,Very true,Completely true,Moderately true,Moderately true,Never,Never,Never,Multiple times per week,About once a week,Never,A few times,A few times,About once a month,A few times,A few times,Never,A few times,Never,Never,A few times,A few times,Never,Never,Never,Multiple times per week,About once a week,A few times,About the same as I do,About the same as I do,Much more than I do,A little more than I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",A little true,Very true,Completely true,Very true,Completely true,Completely true,Moderately true,Very true,Completely true,Completely true,Very true,Moderately true,Completely true,Very true,Moderately true,Very true,Very true,Very true,Not true at all,Not true at all,Very true,A little true,Not true at all,A little true,Moderately true,Not true at all,A little of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Declined,8,Phosphorus,5,Industrial discharges into the bay,4,Summer (June - September),10,"Boat propeller blades,Nutrient pollution",5,"Television,Social media,Newspapers or magazines,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Female,,White or European,,High school diploma or GED,Retired,"$25,000 - $49,999",Moderately conservative,2
10/3/2024 11:04,10/3/2024 11:10,Survey Preview,100,355,TRUE,10/3/2024 11:10,R_x28NA,preview,EN,1,TRUE,100,0,10/3/2024 15:02,I agree,Yes,33542,,Townhome or duplex,Rent,,1 - 4 years,,,Top priority,,,,,,,Top priority,Top priority,,,,,,,A little true,A little true,A little true,Moderately true,Not true at all,Completely true,Completely true,A little true,A little true,Very true,Very true,Very true,Very true,Moderately true,Very true,A few times,Never,A few times,About once a week,About once a month,Never,Multiple times per week,Multiple times per week,About once a week,Multiple times per week,A few times,About once a month,A few times,A few times,A few times,A few times,About once a week,Never,,About once a week,About once a week,About once a week,About once a month,A little more than I do,A little more than I do,A little more than I do,A little more than I do,About the same as I do,A little more than I do,A little more than I do,A little more than I do,Spring (March - May),,,"Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","Yes, a little involved",Very true,A little true,A little true,A little true,Not true at all,Very true,Very true,Very true,Very true,Very true,Very true,Moderately true,Very true,Moderately true,Very true,Moderately true,Completely true,Completely true,Very true,A little true,A little true,A little true,A little true,A little true,A little true,A little true,Some of the time,Most of the time,Some of the time,A good bit of the time,A little of the time,Most of the time,Several days,Several days,More than half the days,More than half the days,Not at all,More than half the days,More than half the days,Declined,8,Nitrogen,10,Stormwater runoff,10,Winter (December - February),10,"Increased ocean temperature,Microplastics,Nutrient pollution",10,"Television,Newspapers or magazines,Mail or email newsletters,Non-governmental organization (NGO) websites,Your own observations or experiences",35 - 44,Female,,"American Indian or Alaska Native,Black or African American",,Bachelor's degree,"Full-time,Student","$50,000 - $74,999",Neutral,2.5
10/3/2024 11:11,10/3/2024 11:15,Survey Preview,100,281,TRUE,10/3/2024 11:15,R_x30NA,preview,EN,1,TRUE,100,0,10/3/2024 15:05,I agree,Yes,33615,,Mobile home,Rent,,20 years or more,,Moderate priority,Top priority,Top priority,Top priority,Moderate priority,Moderate priority,Top priority,Moderate priority,Top priority,Moderate priority,High priority,Moderate priority,Moderate priority,High priority,High priority,Not a priority,Not true at all,A little true,A little true,A little true,A little true,Very true,Very true,Very true,A little true,Very true,Very true,Very true,Moderately true,Not true at all,Completely true,A few times,About once a month,Multiple times per week,A few times,A few times,About once a month,About once a month,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,,,,,About once a month,Multiple times per week,Never,Never,,,,,A little more than I do,A little more than I do,A little more than I do,A little more than I do,,"A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food,Watching friends or family fish","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Very true,Very true,Very true,Very true,Very true,Very true,Completely true,Very true,Moderately true,Very true,Moderately true,Moderately true,Moderately true,Very true,Very true,Very true,Very true,A little true,Moderately true,Not true at all,Not true at all,Not true at all,A little true,A little true,A little true,A little of the time,Some of the time,A little of the time,A little of the time,Some of the time,Some of the time,Several days,,Several days,Not at all,Not at all,Not at all,Several days,Improved,5,,0,Vehicle emissions,5,Winter (December - February),6,,0,"Television,Radio,Social media",,,,,,,,,,1
10/3/2024 11:16,10/3/2024 11:21,Survey Preview,100,296,TRUE,10/3/2024 11:21,R_x31NA,preview,EN,1,TRUE,100,0,10/3/2024 15:11,I agree,Yes,33712,,Townhome or duplex,Rent,,Less than a year,,Low priority,Low priority,Low priority,Moderate priority,Moderate priority,High priority,Top priority,Low priority,Top priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Top priority,Top priority,A little true,A little true,A little true,A little true,A little true,Completely true,Very true,Very true,A little true,Moderately true,Very true,Very true,Very true,A little true,Moderately true,Never,Never,Never,A few times,Never,Never,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,About once a month,About once a month,About once a month,Multiple times per week,Multiple times per week,Never,Never,Never,Never,A few times,Multiple times per week,Never,Never,A little more than I do,A little more than I do,About the same as I do,A little less than I do,A little less than I do,A little less than I do,A little less than I do,A little less than I do,,,,"Yes, very involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved",A little true,Not true at all,Not true at all,A little true,Not true at all,Moderately true,Completely true,Completely true,Completely true,A little true,Very true,Not true at all,Not true at all,Very true,A little true,Not true at all,Not true at all,Not true at all,Moderately true,A little true,,Not true at all,Not true at all,A little true,Not true at all,Very true,Some of the time,Most of the time,Some of the time,Most of the time,None of the time,Most of the time,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Remained about the same,6,Carbon,4,Industrial discharges into the bay,4,,,Increased ocean temperature,3,"Television,Radio,Social media",45 - 54,Female,,Black or African American,,High school diploma or GED,Unemployed,"Less than $25,000",Moderately liberal,0
10/3/2024 11:25,10/3/2024 11:30,Survey Preview,100,302,TRUE,10/3/2024 11:30,R_x32NA,preview,EN,1,TRUE,100,0,10/3/2024 15:23,I agree,Yes,33714,,Apartment,Rent,,20 years or more,,Moderate priority,Not a priority,Moderate priority,Not a priority,Not a priority,Moderate priority,Low priority,High priority,Low priority,Not a priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Low priority,Low priority,A little true,A little true,A little true,A little true,Not true at all,A little true,Not true at all,Very true,A little true,A little true,A little true,A little true,A little true,Very true,A little true,A few times,,Never,Never,,A few times,A few times,A few times,A few times,Never,Never,A few times,Never,A few times,A few times,,,,,Multiple times per week,A few times,Never,Never,,,,,A little more than I do,A little less than I do,Much less than I do,Much less than I do,,A fishing pier or boardwalk,Fishing for fun or sport,"No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",A little true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,A little true,A little true,Not true at all,Very true,A little true,A little true,A little true,A little true,Not true at all,Very true,Moderately true,Very true,Very true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,A little true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Several days,Several days,Several days,Not at all,Remained about the same,10,Phosphorus,5,Stormwater runoff,6,Summer (June - September),4,"Microplastics,Nutrient pollution",3,Television,65 or older,Male,,White or European,,High school diploma or GED,Retired,"Less than $25,000",Neutral,2.5
10/3/2024 11:54,10/3/2024 11:59,Survey Preview,100,317,TRUE,10/3/2024 11:59,R_26,preview,EN,1,TRUE,100,0,10/3/2024 15:26,I agree,Yes,34205,,Townhome or duplex,Rent,,20 years or more,,High priority,Top priority,Top priority,High priority,Top priority,Moderate priority,High priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Low priority,Low priority,High priority,Moderate priority,Completely true,Completely true,Completely true,Completely true,A little true,Completely true,Very true,A little true,A little true,Very true,Completely true,Completely true,Completely true,Not true at all,Completely true,A few times,A few times,About once a month,About once a month,Never,About once a month,Multiple times per week,Multiple times per week,About once a week,About once a month,A few times,A few times,About once a month,About once a week,About once a week,Never,Never,Never,Never,A few times,Multiple times per week,Never,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little more than I do,A little more than I do,A little more than I do,Much more than I do,,A fishing pier or boardwalk,"Fishing for relaxation,Fishing for my own food,Socializing with other anglers","No, not involved","No, not involved","No, not involved","Yes, a little involved","Yes, very involved","Yes, very involved","Yes, very involved",Moderately true,A little true,Very true,A little true,A little true,Completely true,Not true at all,Completely true,Completely true,Very true,Very true,Moderately true,Completely true,Completely true,Completely true,Not true at all,Completely true,Completely true,Very true,A little true,Moderately true,Not true at all,Not true at all,Not true at all,Moderately true,A little true,None of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Several days,Several days,Several days,Not at all,Not at all,Not at all,Declined,2,Phosphorus,1,Wastewater,1,Summer (June - September),1,Microplastics,1,"Television,Newspapers or magazines",55 - 64,Female,,Black or African American,,Bachelor's degree,Full-time,"$50,000 - $74,999",Moderately liberal,1
10/3/2024 11:59,10/3/2024 12:04,Survey Preview,100,308,TRUE,10/3/2024 12:04,R_27,preview,EN,1,TRUE,100,0,10/3/2024 15:54,I agree,Yes,33615,,Single-family home,Own,,20 years or more,,High priority,Top priority,Moderate priority,Low priority,Moderate priority,High priority,Top priority,Top priority,Moderate priority,Low priority,High priority,High priority,High priority,Moderate priority,Moderate priority,Low priority,A little true,Moderately true,A little true,Not true at all,Not true at all,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,A few times,Never,Never,Multiple times per week,Multiple times per week,Never,About once a week,Multiple times per week,About once a week,Never,Never,Multiple times per week,About once a month,About once a month,A few times,A few times,About once a week,Never,Never,Never,Multiple times per week,Multiple times per week,Never,About the same as I do,A little more than I do,About the same as I do,A little less than I do,A little less than I do,Much less than I do,Much less than I do,Much less than I do,Spring (March - May),,,"Yes, very involved","Yes, a little involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved",Very true,A little true,Completely true,Completely true,A little true,Completely true,Completely true,Very true,Very true,Moderately true,Very true,Not true at all,Completely true,Very true,Completely true,Completely true,Moderately true,Moderately true,A little true,Not true at all,A little true,A little true,A little true,Very true,Very true,Very true,A little of the time,Most of the time,A little of the time,Most of the time,None of the time,All of the time,More than half the days,Several days,More than half the days,Several days,Not at all,Not at all,Several days,Remained about the same,3,Nitrogen,7,Stormwater runoff,7,Summer (June - September),5,"Increased ocean temperature,Nutrient pollution",7,"Television,Newspapers or magazines,Mail or email newsletters,Non-governmental organization (NGO) websites",55 - 64,Female,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Strongly liberal,3.5
10/16/2024 13:20,10/16/2024 13:25,Survey Preview,100,337,TRUE,10/16/2024 13:25,R_28,preview,EN,1,TRUE,100,0,10/3/2024 16:06,I agree,Yes,33542,,Single-family home,Own,,20 years or more,,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Not a priority,Top priority,High priority,High priority,High priority,High priority,Completely true,Completely true,Completely true,Moderately true,Not true at all,Completely true,Completely true,Not true at all,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Multiple times per week,About once a month,About once a month,Multiple times per week,Multiple times per week,About once a month,Multiple times per week,Multiple times per week,About once a week,About once a week,Never,Multiple times per week,About once a month,Multiple times per week,Multiple times per week,Never,About once a week,About once a week,Never,A few times,About once a month,About once a month,About once a month,Much less than I do,A little less than I do,About the same as I do,Much less than I do,Much less than I do,A little less than I do,A little less than I do,A little less than I do,,A fishing pier or boardwalk,"Fishing for fun or sport,Watching friends or family fish","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Completely true,Moderately true,Completely true,Completely true,Moderately true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,Moderately true,Completely true,Completely true,Completely true,Moderately true,Completely true,A little true,Completely true,Not true at all,Completely true,A little true,A little true,Not true at all,Not true at all,Moderately true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,5,Nitrogen,5,Stormwater runoff,5,Spring (March - May),5,Nutrient pollution,5,"Television,Radio,Social media",45 - 54,Female,,Hispanic or Latino/a,,Bachelor's degree,Full-time,"$50,000 - $74,999",Neutral,2.5
10/16/2024 13:26,10/16/2024 13:31,Survey Preview,100,311,TRUE,10/16/2024 13:31,R_x34NA,preview,EN,1,TRUE,100,0,10/16/2024 17:20,I agree,Yes,33570,,Single-family home,Own,,20 years or more,,Low priority,High priority,Moderate priority,Low priority,Not a priority,Moderate priority,Top priority,Low priority,Not a priority,Not a priority,Moderate priority,Top priority,Top priority,Low priority,Low priority,Low priority,A little true,Moderately true,Not true at all,Not true at all,Very true,Completely true,Completely true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,About once a month,Multiple times per week,Multiple times per week,Multiple times per week,Never,Never,Multiple times per week,A few times,About once a month,A few times,Never,Never,Never,Never,A few times,Multiple times per week,About once a week,About once a month,Much more than I do,Much more than I do,Much more than I do,Much less than I do,Much less than I do,A little less than I do,Much less than I do,A little less than I do,,"The shoreline or bank of a water body,A boat, kayak, or canoe",Fishing for my own food,"No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","Yes, a little involved","Yes, very involved","Yes, very involved",Completely true,Completely true,Completely true,Very true,Completely true,Completely true,Very true,Completely true,Completely true,Completely true,Very true,A little true,Very true,Completely true,Moderately true,Completely true,Completely true,Moderately true,Moderately true,Not true at all,A little true,Very true,Very true,Very true,Very true,Very true,A little of the time,All of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Declined,8,Nitrogen,7,Stormwater runoff,8,,,"Increased ocean temperature,Nutrient pollution",9,"Social media,Government websites",45 - 54,Male,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Strongly conservative,2.5
10/22/2024 16:22,10/22/2024 16:30,Survey Preview,100,490,TRUE,10/22/2024 16:30,R_x35NA,preview,EN,1,TRUE,100,0,10/16/2024 17:26,I agree,Yes,33605,,Single-family home,Rent,,20 years or more,,Not a priority,Moderate priority,High priority,Top priority,Top priority,Not a priority,High priority,Top priority,High priority,Moderate priority,Low priority,Low priority,Moderate priority,Moderate priority,Not a priority,Not a priority,Not true at all,Moderately true,Moderately true,Very true,A little true,Very true,A little true,Moderately true,A little true,A little true,A little true,A little true,A little true,A little true,A little true,Never,Never,Never,Never,Never,Never,About once a month,A few times,A few times,A few times,Never,,Never,A few times,Never,Never,Never,About once a month,Never,About once a month,Never,Never,Never,About the same as I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,Much more than I do,About the same as I do,About the same as I do,,,,"Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Very true,Very true,Very true,Not true at all,A little true,A little true,A little true,Very true,Moderately true,A little true,Very true,Very true,Moderately true,Moderately true,A little true,Not true at all,Very true,Very true,A little true,Not true at all,Very true,Not true at all,Moderately true,Moderately true,Very true,Very true,A good bit of the time,All of the time,None of the time,A good bit of the time,None of the time,All of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,6,Carbon,7,Industrial discharges into the bay,6,Summer (June - September),6,"Increased ocean temperature,Microplastics",5,"Social media,Word of mouth (friends, family, coworkers)",35 - 44,Male,,Asian or Asian American,,Did not complete high school,Full-time,"$25,000 - $49,999",Neutral,1
12/31/2024 13:30,12/31/2024 13:36,Survey Preview,100,357,TRUE,12/31/2024 13:36,R_x36NA,preview,EN,1,TRUE,100,0,,I agree,Yes,33578,,Townhome or duplex,Rent,,20 years or more,,Moderate priority,High priority,High priority,Moderate priority,Moderate priority,High priority,High priority,Low priority,Low priority,Low priority,High priority,Top priority,High priority,High priority,Moderate priority,Low priority,Moderately true,Not true at all,Not true at all,Moderately true,Not true at all,Completely true,A little true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Never,A few times,A few times,Multiple times per week,Never,A few times,Never,A few times,A few times,Never,Never,A few times,Never,A few times,A few times,Never,Never,Never,Never,Never,A few times,A few times,A few times,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little less than I do,About the same as I do,A little less than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Moderately true,Very true,Moderately true,A little true,Completely true,Completely true,Very true,Completely true,Very true,Very true,A little true,Completely true,Very true,Very true,A little true,Very true,Very true,Very true,Not true at all,Moderately true,A little true,A little true,A little true,A little true,A little true,A little of the time,Most of the time,None of the time,Most of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,10,Nitrogen,10,Stormwater runoff,10,Summer (June - September),10,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",10,"Television,Radio,Newspapers or magazines,Word of mouth (friends, family, coworkers),Your own observations or experiences",55 - 64,Male,,White or European,,High school diploma or GED,Full-time,,,4
